"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"East Asia & Pacific (excluding high income)","EAP","Land area (sq. km)","AG.LND.TOTL.K2","","15922288.742","15922288.742","15922288.742","15922288.742","15922288.742","15922288.742","15922288.742","15922288.742","15922288.742","15922288.742","15922288.742","15922288.742","15922258.742","15922218.742","15922198.742","15922198.742","15922198.742","15922198.742","15922198.742","15922198.742","15922198.742","15922198.742","15922198.742","15922198.742","15922198.742","15922198.742","15922198.742","15922198.742","15922198.742","15922198.742","15923538.742","15923538.742","15923538.742","15923538.742","15923528.742","15923518.742","15923518.742","15923518.742","15923518.742","15975027.742","15975051.942","15974511.168","15981277.758","15980915.519","15983621.891","15986704.493","15986516.893","15986546.887","15986507.134","15986826.418","15986805.947","15986838.946","15986320.383","15986683.921","15986698.4","15986401.4","15986337.4","15986313","15986316","15986534.803","16001571.47","",
"Early-demographic dividend","EAR","Land area (sq. km)","AG.LND.TOTL.K2","","32210843","32210843","32210843","32210843","32210843","32210843","32210843","32210843","32210843","32210843","32210843","32210843","32210813","32210773","32210753","32210623","32210623","32210623","32210623","32210623","32210623","32210623","32210623","32210623","32210623","32210623","32210623","32210623","32210623","32210623","32211323","33246633","33145633","33138710","33138710","33138710","33138710","33110230","33110230","33187094","33187040","33187040","33186826","33313586.297","33313534.766","33313719.221","33313941.059","33313661.396","33314189.692","33314070.952","33314027.061","33313888.022","33313797.048","33312370.282","33317194.353","33316932.509","33310584.82","33310596.429","33309810.858","33309874.265","33324923.735","",
"East Asia & Pacific","EAS","Land area (sq. km)","AG.LND.TOTL.K2","","24396148.742","24396148.742","24396148.742","24396148.742","24396148.742","24396148.742","24396148.742","24396148.742","24396148.742","24396148.742","24396148.742","24396048.742","24396018.742","24395978.742","24395848.742","24395848.742","24395738.742","24395738.742","24395738.742","24395638.742","24395738.742","24395528.742","24395528.742","24394028.742","24393928.742","24394028.742","24393928.742","24393928.742","24393928.742","24393928.742","24395728.742","24395728.742","24395728.742","24395728.742","24395778.742","24395668.742","24395668.742","24395668.742","24395668.742","24446988.742","24447298.942","24446814.168","24453602.758","24453263.519","24455999.891","24459118.093","24458972.093","24459077.087","24459107.634","24459569.118","24459540.847","24459695.846","24459294.683","24459664.221","24459693.8","24469160.9","24469121.2","24469110.9","24469195.9","24469416.703","24484453.47","",
"Europe & Central Asia (excluding high income)","ECA","Land area (sq. km)","AG.LND.TOTL.K2","","907660","907660","907660","907660","907660","907660","907660","907660","907660","907660","907660","907660","907660","907660","907660","907660","907660","907660","907660","907660","907660","907660","907660","907660","907660","907660","907660","907660","907660","907660","907660","22297355","22293629","22288755","22285785","22285351","22286032","22288521","22295340","22298628","22297669","22296328","22296325","22296560","22296652","22393931","22393804","22392906","22392815","22392760","22392687","22392677","22392696","22391561","22396381","22396389","22396398","22396476.3","22396429.9","22393160.6","22393223","",
"Europe & Central Asia","ECS","Land area (sq. km)","AG.LND.TOTL.K2","","5483173.727","5483153.727","5483163.727","5483163.727","5483153.727","5483143.727","5483133.727","5483123.727","5483123.727","5483113.727","5483103.727","5483103.727","5483103.727","5483073.727","5482953.727","5482873.727","5482853.727","5482853.727","5482814.437","5482734.437","5482714.437","5482704.437","5482664.437","5482674.517","5482674.597","5482674.677","5482674.757","5482664.837","5481674.917","5481674.997","5481785.077","27114827.157","27236451.237","27231617.317","27228617.397","27228272.181","27297611.964","27300059.746","27306847.527","27344059.768","27342569.547","27341867.326","27342375.104","27342358.881","27342279.657","27438907.432","27438749.207","27437291.809","27438179.811","27439415.612","27439247.813","27439386.915","27440674.775","27440271.616","27444550.257","27444905.087","27444169.807","27444846.536","27444670.143","27440570.424","27440754.488","",
"Ecuador","ECU","Land area (sq. km)","AG.LND.TOTL.K2","","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","",
"Egypt, Arab Rep.","EGY","Land area (sq. km)","AG.LND.TOTL.K2","","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","",
"Euro area","EMU","Land area (sq. km)","AG.LND.TOTL.K2","","2410306","2410306","2410306","2410306","2410306","2410306","2410306","2410306","2410306","2410306","2410306","2410306","2410306","2410276","2410156","2410096","2410066","2410056","2410066","2409996","2409986","2409986","2409956","2409966","2409966","2409966","2409966","2409966","2409966","2409966","2409966","2597403","2645493","2645483","2645473","2645463","2645423","2645393","2645353","2679346.46","2678816.46","2679296.46","2679726.46","2679346.46","2679206.46","2678576.46","2678636.46","2678097.66","2678017.26","2679328.66","2679164.46","2679474.16","2680874.66","2680862.06","2680277.66","2680670.06","2679948.51","2680001.939","2679977.496","2679977.105","2680151.404","",
"Eritrea","ERI","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","120982.625","121025.326","121004.031","121032.606","121057.494","121069.592","121065.103","121088.989","121082.12","121049.278","121036.185","121088.775","121077.459","121071.233","121077.714","121080.546","121040.829","121040.829","",
"Spain","ESP","Land area (sq. km)","AG.LND.TOTL.K2","","499780","499780","499780","499780","499780","499780","499780","499780","499780","499780","499780","499780","499780","499750","499630","499570","499540","499530","499540","499470","499460","499460","499430","499440","499440","499440","499440","499440","499440","499440","499440","499440","499440","499440","499440","499440","499440","499440","499440","499000","498520","499040","499210","499180","499090","498980","499110","498800","498660","500010","499880","500210","500210","500210","499661","499564","499547.35","499603.479","499570.036","499556.645","499733.244","",
"Estonia","EST","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","43470","43470","43470","43470","42750","42750","42750","42750","42750","",
"Ethiopia","ETH","Land area (sq. km)","AG.LND.TOTL.K2","","1101000","1101000","1101000","1101000","1101000","1101000","1101000","1101000","1101000","1101000","1101000","1101000","1101000","1101000","1101000","1101000","1101000","1101000","1101000","1101000","1101000","1101000","1101000","1101000","1101000","1101000","1101000","1101000","1101000","1101000","1101000","1101000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1128597.297","1128599.766","1128613.221","1128631.059","1128568.396","1128588.692","1128570.952","1128575.061","1128582.022","1128572.048","1128538.282","1128539.353","1128558.509","1128552.82","1128561.429","1128570.858","1128571.265","1128571.265","",
"European Union","EUU","Land area (sq. km)","AG.LND.TOTL.K2","","3594945.7","3594925.7","3594935.7","3594935.7","3594925.7","3594915.7","3594905.7","3594895.7","3594895.7","3594885.7","3594875.7","3594875.7","3594875.7","3594845.7","3594725.7","3594645.7","3594625.7","3594625.7","3594585.7","3594505.7","3594485.7","3594475.7","3594435.7","3594445.7","3594445.7","3594445.7","3594445.7","3594435.7","3593445.7","3593445.7","3593555.7","3836902.7","3962252.7","3962292.7","3962262.7","3962352.7","3962262.7","3962222.7","3962192.7","3996118.16","3995588.16","3994398.16","3994880.16","3994620.16","3994330.16","3993670.16","3993620.16","3993061.36","3993990.96","3995282.36","3995188.16","3995337.86","3996728.36","3997475.76","3996852.3","3997244.7","3996523.15","3996556.579","3996440.586","3996449.167","3996581.774","",
"Fragile and conflict affected situations","FCS","Land area (sq. km)","AG.LND.TOTL.K2","","19606541","19606541","19606541","19606541","19606541","19606541","19606541","19606541","19606541","19606541","19606541","19606541","19606541","19606141","19605741","19605741","19605741","19605741","19605741","19605741","19605741","19605741","19605741","19605741","19605741","19605741","19605741","19605741","19605741","19605741","19606621","20185971","20185971","20185971","20185971","20185971","20185971","20185971","20185971","20185971","20185971","20185961","20185771","20334210.922","20334236.092","20334378.252","20334454.665","20334196.89","20331169.284","20331097.055","20331155.05","20454945.142","20454640.326","20454563.467","20454617.128","20454324.968","20454293.053","20454358.143","20454370.404","20454301.094","20454306.094","",
"Finland","FIN","Land area (sq. km)","AG.LND.TOTL.K2","","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304110","304090","303900","303900","303900","303890","303890","303890","303890","303910","303910","303920","303920","303930","303940","303947.7","",
"Fiji","FJI","Land area (sq. km)","AG.LND.TOTL.K2","","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","",
"France","FRA","Land area (sq. km)","AG.LND.TOTL.K2","","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547566","547567","547567","547567","547867","547567","547557","547557","547557","547557","547557","547557","547557","547557","547557","547557","547557","547557","547557","547557","547557","547557","547557","",
"Faroe Islands","FRO","Land area (sq. km)","AG.LND.TOTL.K2","","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1396","1366","1370","",
"Micronesia, Fed. Sts.","FSM","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","",
"Gabon","GAB","Land area (sq. km)","AG.LND.TOTL.K2","","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","",
"United Kingdom","GBR","Land area (sq. km)","AG.LND.TOTL.K2","","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","",
"Georgia","GEO","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","",
"Ghana","GHA","Land area (sq. km)","AG.LND.TOTL.K2","","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227533","227533","",
"Gibraltar","GIB","Land area (sq. km)","AG.LND.TOTL.K2","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","",
"Guinea","GIN","Land area (sq. km)","AG.LND.TOTL.K2","","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","",
"Gambia, The","GMB","Land area (sq. km)","AG.LND.TOTL.K2","","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","",
"Guinea-Bissau","GNB","Land area (sq. km)","AG.LND.TOTL.K2","","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","",
"Equatorial Guinea","GNQ","Land area (sq. km)","AG.LND.TOTL.K2","","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","",
"Greece","GRC","Land area (sq. km)","AG.LND.TOTL.K2","","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","",
"Grenada","GRD","Land area (sq. km)","AG.LND.TOTL.K2","","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","",
"Greenland","GRL","Land area (sq. km)","AG.LND.TOTL.K2","","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","",
"Guatemala","GTM","Land area (sq. km)","AG.LND.TOTL.K2","","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","",
"Guam","GUM","Land area (sq. km)","AG.LND.TOTL.K2","","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","",
"Guyana","GUY","Land area (sq. km)","AG.LND.TOTL.K2","","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","",
"High income","HIC","Land area (sq. km)","AG.LND.TOTL.K2","","34973429.727","34973409.727","34973419.727","34973419.727","34973409.727","34973399.727","34973389.727","34973379.727","34973379.727","34973369.727","34973359.727","34973259.727","34973259.727","34973229.727","34973139.727","34973059.727","34972929.727","34972929.727","34972890.437","34972620.437","34972700.437","34972480.437","34972440.437","34970950.517","34970850.597","34970950.677","34970850.757","34970840.837","34969850.917","34969850.997","34970421.077","35213788.157","35339138.237","35339178.317","35339208.397","35339197.181","35407855.964","35407814.746","35407783.527","35444478.768","35444233.547","35444928.326","35445471.104","35445252.881","35445121.657","35444506.032","35444526.407","35429552.009","35430601.311","35432036.312","35432466.713","35432740.815","35434127.075","35434525.916","35434006.657","35444118.587","35443399.607","35444070.136","35444024.143","35443200.724","35266437.488","",
"Hong Kong SAR, China","HKG","Land area (sq. km)","AG.LND.TOTL.K2","","1020","1020","1020","1020","1020","1020","1020","1020","1020","1020","1020","1020","1020","1020","1010","1010","1000","1000","1000","1000","1000","990","990","990","990","990","990","990","990","990","990","990","990","990","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","",
"Honduras","HND","Land area (sq. km)","AG.LND.TOTL.K2","","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","",
"Heavily indebted poor countries (HIPC)","HPC","Land area (sq. km)","AG.LND.TOTL.K2","","19753851","19753851","19753851","19753851","19753851","19753851","19753851","19753851","19753851","19753851","19753851","19753851","19753851","19753451","19753191","19753191","19753191","19753191","19753191","19753191","19753191","19753191","19753191","19753191","19753191","19753191","19753191","19753191","19753191","19753191","19753191","19753191","19753191","19753191","19753191","19753191","19753191","19753191","19753191","19753191","19753191","19753191","19753191","19901770.922","19901816.092","19901808.252","19901854.665","19901816.89","19901849.284","19902537.055","19902820.05","19394820.142","19394782.326","19394735.467","19394789.128","19394796.968","19394785.053","19394800.143","19394812.404","19394766.094","19394766.094","",
"Croatia","HRV","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55910","55910","55910","55910","55980","55980","55910","55910","55912","55912","55912","55964","55964","55964","55964","55964","55964","55964","55964","55964","55964","55964","55964","55964","55964","55964","55964","55964","55960","55960","",
"Haiti","HTI","Land area (sq. km)","AG.LND.TOTL.K2","","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","",
"Hungary","HUN","Land area (sq. km)","AG.LND.TOTL.K2","","90040","90020","90030","90030","90020","90010","90000","89990","89990","89980","89970","89970","89970","89970","89970","89950","89960","89970","89920","89910","89900","89890","89880","89880","89880","89880","89880","89870","89870","89870","89870","89870","89860","89860","89860","89860","89800","89800","89800","89620","89620","89620","89620","89620","89610","89610","89610","89610","90530","90530","90530","90530","90530","91260","91260","91260","91260","91260","91260","91260","91260","",
"IBRD only","IBD","Land area (sq. km)","AG.LND.TOTL.K2","","50169800.742","50169800.742","50169800.742","50169800.742","50169800.742","50169800.742","50169800.742","50169800.742","50169800.742","50169800.742","50169800.742","50169800.742","50169730.742","50169690.742","50169670.742","50169540.742","50169540.742","50169540.742","50169540.742","50169450.742","50169450.742","50169450.742","50169450.742","50169450.742","50169450.742","50169450.742","50169450.742","50169450.742","50168460.742","50168460.742","50169030.742","70857475.742","70853749.742","70848925.742","70845925.742","70845581.742","70846272.742","70820271.742","70827100.742","70871444.742","70870563.942","70868842.168","70875721.758","70875878.519","70878720.891","70978961.493","70978372.893","70977721.887","70975253.134","70975600.418","70975596.947","70975608.946","70974998.383","70975210.921","70975231.4","70975251.4","70969019.4","70969164.3","70968327.9","70965228.403","70980294.47","",
"IDA & IBRD total","IBT","Land area (sq. km)","AG.LND.TOTL.K2","","74223734.742","74223734.742","74223734.742","74223734.742","74223734.742","74223734.742","74223734.742","74223734.742","74223734.742","74223734.742","74223734.742","74223734.742","74223664.742","74223224.742","74222944.742","74222814.742","74222814.742","74222814.742","74222814.742","74222724.742","74222724.742","74222724.742","74222724.742","74222724.742","74222724.742","74222724.742","74222724.742","74222724.742","74221734.742","74221734.742","74223184.742","95668789.742","95665063.742","95653316.742","95650316.742","95649972.742","95650663.742","95624662.742","95631491.742","95686750.742","95685815.942","95684094.168","95690749.758","95837639.441","95840462.983","95940866.745","95940518.558","95939602.777","95937134.418","95938066.473","95938292.997","96062086.088","96061356.709","96060348.388","96064420.528","96064166.368","96057839.453","96057915.443","96057059.774","96053974.497","96069043.564","",
"IDA total","IDA","Land area (sq. km)","AG.LND.TOTL.K2","","24053934","24053934","24053934","24053934","24053934","24053934","24053934","24053934","24053934","24053934","24053934","24053934","24053934","24053534","24053274","24053274","24053274","24053274","24053274","24053274","24053274","24053274","24053274","24053274","24053274","24053274","24053274","24053274","24053274","24053274","24054154","24811314","24811314","24804391","24804391","24804391","24804391","24804391","24804391","24815306","24815252","24815252","24815028","24961760.922","24961742.092","24961905.252","24962145.665","24961880.89","24961881.284","24962466.055","24962696.05","25086477.142","25086358.326","25085137.467","25089189.128","25088914.968","25088820.053","25088751.143","25088731.874","25088746.094","25088749.094","",
"IDA blend","IDB","Land area (sq. km)","AG.LND.TOTL.K2","","3943970","3943970","3943970","3943970","3943970","3943970","3943970","3943970","3943970","3943970","3943970","3943970","3943970","3943970","3943970","3943970","3943970","3943970","3943970","3943970","3943970","3943970","3943970","3943970","3943970","3943970","3943970","3943970","3943970","3943970","3943970","4369370","4369370","4369370","4369370","4369370","4369370","4369370","4369370","4379935","4379881","4379881","4379847","4379823","4379819","4379820","4379954","4379937","4379915","4379862","4379779","4379770","4379759","4379759","4384570","4384561","4384558","4384557","4384525","4384620","4384623","",
"Indonesia","IDN","Land area (sq. km)","AG.LND.TOTL.K2","","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1877519","1877519","1877519","1877519","1877519","1877519","1877519","1877519","1877519","1877519","1877519","1877519","1877519","1877519","1877519","1877519","1877519","1877519","1877519","1877519","1877519","1892555.47","",
"IDA only","IDX","Land area (sq. km)","AG.LND.TOTL.K2","","20109964","20109964","20109964","20109964","20109964","20109964","20109964","20109964","20109964","20109964","20109964","20109964","20109964","20109564","20109304","20109304","20109304","20109304","20109304","20109304","20109304","20109304","20109304","20109304","20109304","20109304","20109304","20109304","20109304","20109304","20110184","20441944","20441944","20435021","20435021","20435021","20435021","20435021","20435021","20435371","20435371","20435371","20435181","20581937.922","20581923.092","20582085.252","20582191.665","20581943.89","20581966.284","20582604.055","20582917.05","20706707.142","20706599.326","20705378.467","20704619.128","20704353.968","20704262.053","20704194.143","20704206.874","20704126.094","20704126.094","",
"Isle of Man","IMN","Land area (sq. km)","AG.LND.TOTL.K2","","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","",
"India","IND","Land area (sq. km)","AG.LND.TOTL.K2","","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","",
"Not classified","INX","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Land area (sq. km)","AG.LND.TOTL.K2","","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","",
"Iran, Islamic Rep.","IRN","Land area (sq. km)","AG.LND.TOTL.K2","","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1622500","1622500","1622500","1622500","1622500","",
"Iraq","IRQ","Land area (sq. km)","AG.LND.TOTL.K2","","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","434320","434320","434320","434320","434128","434128","434128","434128","434128","434128","434128","434128","434128","",
"Iceland","ISL","Land area (sq. km)","AG.LND.TOTL.K2","","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100830","100830","100830","100830","",
"Israel","ISR","Land area (sq. km)","AG.LND.TOTL.K2","","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","",
